@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
3975,'2024/04/23 23:46:19:473',7,19,66,52,0.1,0.38,0.5
3976,'2024/04/23 23:46:19:509',7,19,66,52,0.1,0.37,0.5
3977,'2024/04/23 23:46:19:544',7,20,65,53,0.1,0.36,0.5
3978,'2024/04/23 23:46:19:583',7,20,65,53,0.1,0.36,0.5
3979,'2024/04/23 23:46:19:632',7,21,66,52,0.1,0.36,0.5
3980,'2024/04/23 23:46:19:677',7,21,67,51,0.1,0.36,0.5
3981,'2024/04/23 23:46:19:724',7,21,67,52,0.1,0.36,0.5
3982,'2024/04/23 23:46:19:767',7,21,67,52,0.1,0.36,0.5
3983,'2024/04/23 23:46:19:823',7,21,68,51,0.1,0.36,0.5
3984,'2024/04/23 23:46:19:864',7,21,69,50,0.1,0.36,0.5
3985,'2024/04/23 23:46:19:907',7,21,69,50,0.1,0.36,0.5
3986,'2024/04/23 23:46:19:945',7,19,67,53,0.1,0.36,0.5
3987,'2024/04/23 23:46:19:991',7,19,67,53,0.1,0.36,0.5
3988,'2024/04/23 23:46:20:032',7,20,68,51,0.1,0.36,0.5
3989,'2024/04/23 23:46:20:070',7,21,67,52,0.1,0.36,0.5
3990,'2024/04/23 23:46:20:105',7,21,67,52,0.1,0.36,0.5
3991,'2024/04/23 23:46:20:141',7,23,66,51,0.1,0.36,0.5
3992,'2024/04/23 23:46:20:174',7,24,65,51,0.1,0.36,0.5
3993,'2024/04/23 23:46:20:209',7,24,65,51,0.1,0.36,0.5
3994,'2024/04/23 23:46:20:243',7,24,65,51,0.1,0.36,0.5
3995,'2024/04/23 23:46:20:289',7,24,63,51,0.1,0.36,0.5
3996,'2024/04/23 23:46:20:331',7,25,62,51,0.1,0.36,0.5
3997,'2024/04/23 23:46:20:372',7,25,62,51,0.1,0.36,0.5
3998,'2024/04/23 23:46:20:409',7,26,60,51,0.1,0.35,0.5
3999,'2024/04/23 23:46:20:442',7,26,60,51,0.1,0.35,0.5
4000,'2024/04/23 23:46:20:477',7,27,59,52,0.1,0.35,0.5
4001,'2024/04/23 23:46:20:516',7,29,58,51,0.1,0.35,0.5
4002,'2024/04/23 23:46:20:554',7,29,58,51,0.1,0.35,0.5
4003,'2024/04/23 23:46:20:589',7,31,57,51,0.1,0.35,0.5
4004,'2024/04/23 23:46:20:624',7,31,57,51,0.1,0.35,0.5
4005,'2024/04/23 23:46:20:662',7,33,57,49,0.1,0.35,0.5
4006,'2024/04/23 23:46:20:697',7,33,57,49,0.1,0.35,0.5
4007,'2024/04/23 23:46:20:739',7,32,55,51,0.1,0.35,0.5
4008,'2024/04/23 23:46:20:776',7,32,55,51,0.1,0.35,0.5
4009,'2024/04/23 23:46:20:812',7,31,55,51,0.1,0.34,0.5
4010,'2024/04/23 23:46:20:849',7,31,56,50,0.1,0.34,0.5
4011,'2024/04/23 23:46:20:886',7,31,56,50,0.1,0.33,0.5
4012,'2024/04/23 23:46:20:923',7,31,55,50,0.1,0.33,0.5
4013,'2024/04/23 23:46:20:969',7,31,55,50,0.1,0.33,0.5
4014,'2024/04/23 23:46:21:003',7,29,55,50,0.1,0.32,0.5
4015,'2024/04/23 23:46:21:038',7,29,55,50,0.1,0.32,0.5
4016,'2024/04/23 23:46:21:070',7,30,56,50,0.1,0.32,0.5
4017,'2024/04/23 23:46:21:105',7,30,56,50,0.1,0.31,0.5
4018,'2024/04/23 23:46:21:140',7,28,55,51,0.1,0.31,0.5
4019,'2024/04/23 23:46:21:176',7,28,55,51,0.1,0.31,0.5
4020,'2024/04/23 23:46:21:213',7,28,55,51,0.1,0.31,0.5
4021,'2024/04/23 23:46:21:251',7,28,55,49,0.1,0.3,0.5
4022,'2024/04/23 23:46:21:287',7,28,55,49,0.1,0.3,0.5
4023,'2024/04/23 23:46:21:321',7,25,53,51,0.1,0.3,0.5
4024,'2024/04/23 23:46:21:356',7,25,53,51,0.1,0.3,0.5
4025,'2024/04/23 23:46:21:391',7,24,51,50,0.1,0.3,0.5
4026,'2024/04/23 23:46:21:425',7,24,51,50,0.1,0.3,0.5
4027,'2024/04/23 23:46:21:462',7,25,51,50,0.1,0.3,0.5
4028,'2024/04/23 23:46:21:501',7,25,51,50,0.1,0.3,0.5
4029,'2024/04/23 23:46:21:535',7,26,51,49,0.1,0.29,0.5
4030,'2024/04/23 23:46:21:570',7,26,51,49,0.1,0.29,0.5
4031,'2024/04/23 23:46:21:607',7,26,48,52,0.1,0.29,0.5
4032,'2024/04/23 23:46:21:644',7,26,48,52,0.1,0.29,0.5
4033,'2024/04/23 23:46:21:678',7,28,48,50,0.1,0.29,0.5
4034,'2024/04/23 23:46:21:717',7,28,44,50,0.1,0.29,0.5
4035,'2024/04/23 23:46:21:752',7,28,44,50,0.1,0.29,0.5
4036,'2024/04/23 23:46:21:790',7,27,42,49,0.1,0.29,0.5
4037,'2024/04/23 23:46:21:823',7,27,42,49,0.1,0.29,0.5
4038,'2024/04/23 23:46:21:858',7,27,40,49,0.1,0.29,0.5
4039,'2024/04/23 23:46:21:886',7,27,40,49,0.1,0.29,0.5
4040,'2024/04/23 23:46:21:922',7,25,36,52,0.1,0.29,0.5
4041,'2024/04/23 23:46:21:954',7,25,36,52,0.1,0.29,0.5
4042,'2024/04/23 23:46:21:990',7,26,35,50,0.1,0.29,0.5
4043,'2024/04/23 23:46:22:025',7,26,35,50,0.1,0.29,0.5
4044,'2024/04/23 23:46:22:059',7,26,34,50,0.1,0.29,0.5
4045,'2024/04/23 23:46:22:091',7,26,34,50,0.1,0.29,0.5
4046,'2024/04/23 23:46:22:123',7,25,32,51,0.1,0.29,0.5
4047,'2024/04/23 23:46:22:155',7,25,32,51,0.1,0.29,0.5
4048,'2024/04/23 23:46:22:187',7,27,32,51,0.1,0.29,0.5
4049,'2024/04/23 23:46:22:224',7,27,32,51,0.1,0.29,0.5
4050,'2024/04/23 23:46:22:259',7,28,32,51,0.1,0.29,0.5
4051,'2024/04/23 23:46:22:291',7,28,32,51,0.1,0.29,0.5
4052,'2024/04/23 23:46:22:325',7,28,31,51,0.1,0.29,0.5
4053,'2024/04/23 23:46:22:359',7,28,31,51,0.1,0.29,0.5
4054,'2024/04/23 23:46:22:394',7,29,29,52,0.1,0.28,0.5
4055,'2024/04/23 23:46:22:429',7,29,29,52,0.1,0.28,0.5
4056,'2024/04/23 23:46:22:467',7,30,30,50,0.1,0.27,0.5
4057,'2024/04/23 23:46:22:504',7,30,30,50,0.1,0.27,0.5
4058,'2024/04/23 23:46:22:546',7,28,28,51,0.1,0.26,0.5
4059,'2024/04/23 23:46:22:586',7,29,26,51,0.1,0.25,0.5
4060,'2024/04/23 23:46:22:622',7,29,26,51,0.1,0.24,0.5
4061,'2024/04/23 23:46:22:655',7,28,23,53,0.1,0.24,0.5
4062,'2024/04/23 23:46:22:688',7,28,23,53,0.1,0.23,0.5
4063,'2024/04/23 23:46:22:722',7,28,23,50,0.1,0.23,0.5
4064,'2024/04/23 23:46:22:758',7,28,23,50,0.1,0.23,0.5
4065,'2024/04/23 23:46:22:793',7,27,21,52,0.1,0.23,0.5
4066,'2024/04/23 23:46:22:827',7,27,21,52,0.1,0.23,0.5
4067,'2024/04/23 23:46:22:870',7,27,19,54,0.1,0.22,0.5
4068,'2024/04/23 23:46:22:905',7,27,19,54,0.1,0.22,0.5
4069,'2024/04/23 23:46:22:940',7,28,19,52,0.1,0.22,0.5
4070,'2024/04/23 23:46:22:974',7,28,19,52,0.1,0.22,0.5
4071,'2024/04/23 23:46:23:017',7,27,17,53,0.1,0.22,0.5
4072,'2024/04/23 23:46:23:051',7,27,17,53,0.1,0.22,0.5
4073,'2024/04/23 23:46:23:082',7,28,16,52,0.1,0.22,0.5
4074,'2024/04/23 23:46:23:119',7,28,16,52,0.1,0.22,0.5
4075,'2024/04/23 23:46:23:152',7,28,15,53,0.1,0.22,0.5
4076,'2024/04/23 23:46:23:187',7,29,13,52,0.1,0.21,0.5
4077,'2024/04/23 23:46:23:219',7,29,13,52,0.1,0.21,0.5
4078,'2024/04/23 23:46:23:252',7,29,12,53,0.1,0.21,0.5
4079,'2024/04/23 23:46:23:287',7,29,12,53,0.1,0.21,0.5
4080,'2024/04/23 23:46:23:322',7,30,10,52,0.1,0.21,0.5
4081,'2024/04/23 23:46:23:356',7,30,10,52,0.1,0.21,0.5
4082,'2024/04/23 23:46:23:392',7,31,10,51,0.1,0.21,0.5
4083,'2024/04/23 23:46:23:431',7,31,10,51,0.1,0.21,0.5
4084,'2024/04/23 23:46:23:466',7,29,8,53,0.1,0.21,0.5
4085,'2024/04/23 23:46:23:499',7,29,8,53,0.1,0.21,0.5
4086,'2024/04/23 23:46:23:532',7,31,8,52,0.1,0.21,0.5
4087,'2024/04/23 23:46:23:565',7,31,8,52,0.1,0.21,0.5
4088,'2024/04/23 23:46:23:599',7,31,8,52,0.1,0.21,0.5
4089,'2024/04/23 23:46:23:634',7,31,8,52,0.1,0.21,0.5
4090,'2024/04/23 23:46:23:666',7,30,9,52,0.1,0.21,0.5
4091,'2024/04/23 23:46:23:702',7,30,9,52,0.1,0.21,0.5
4092,'2024/04/23 23:46:23:736',7,29,9,51,0.1,0.21,0.5
4093,'2024/04/23 23:46:23:772',7,29,9,51,0.1,0.21,0.5
4094,'2024/04/23 23:46:23:807',7,27,11,51,0.1,0.21,0.5
4095,'2024/04/23 23:46:23:840',7,27,11,51,0.1,0.21,0.5
4096,'2024/04/23 23:46:23:875',7,24,13,50,0.1,0.21,0.5
4097,'2024/04/23 23:46:23:914',7,24,13,50,0.1,0.21,0.5
4098,'2024/04/23 23:46:23:953',7,21,13,51,0.1,0.21,0.5
4099,'2024/04/23 23:46:23:987',7,19,15,50,0.1,0.21,0.5
4100,'2024/04/23 23:46:24:022',7,19,15,50,0.1,0.21,0.5
4101,'2024/04/23 23:46:24:056',7,15,14,51,0.1,0.21,0.5
4102,'2024/04/23 23:46:24:090',7,15,14,51,0.1,0.21,0.5
4103,'2024/04/23 23:46:24:126',7,12,14,52,0.1,0.21,0.5
4104,'2024/04/23 23:46:24:159',7,12,14,52,0.1,0.21,0.5
4105,'2024/04/23 23:46:24:192',7,9,15,52,0.1,0.21,0.5
4106,'2024/04/23 23:46:24:224',7,9,15,52,0.1,0.21,0.5
4107,'2024/04/23 23:46:24:256',7,6,15,52,0.1,0.21,0.5
4108,'2024/04/23 23:46:24:289',7,6,15,52,0.1,0.21,0.5
4109,'2024/04/23 23:46:24:322',7,3,15,52,0.1,0.21,0.5
4110,'2024/04/23 23:46:24:354',7,3,15,52,0.1,0.21,0.5
4111,'2024/04/23 23:46:24:385',7,2,16,52,0.1,0.21,0.5
4112,'2024/04/23 23:46:24:417',7,2,16,52,0.1,0.21,0.5
4113,'2024/04/23 23:46:24:449',7,1,16,49,0.1,0.21,0.5
4114,'2024/04/23 23:46:24:482',7,1,16,49,0.1,0.21,0.5
4115,'2024/04/23 23:46:24:516',7,2,15,49,0.1,0.2,0.5
4116,'2024/04/23 23:46:24:549',7,2,15,49,0.1,0.2,0.5
4117,'2024/04/23 23:46:24:584',7,2,15,49,0.1,0.2,0.5
4118,'2024/04/23 23:46:24:624',7,2,15,49,0.1,0.2,0.5
4119,'2024/04/23 23:46:24:665',7,1,15,50,0.1,0.2,0.5
4120,'2024/04/23 23:46:24:705',7,1,15,50,0.1,0.19,0.5
4121,'2024/04/23 23:46:24:742',7,0,16,49,0.1,0.18,0.5
4122,'2024/04/23 23:46:24:778',7,0,16,49,0.1,0.18,0.5
4123,'2024/04/23 23:46:24:828',7,1,16,47,0.1,0.18,0.5
4124,'2024/04/23 23:46:24:871',7,1,17,47,0.1,0.17,0.5
4125,'2024/04/23 23:46:24:923',7,1,17,47,0.1,0.16,0.5
4126,'2024/04/23 23:46:24:974',7,1,17,47,0.1,0.15,0.5
4127,'2024/04/23 23:46:25:012',7,0,16,48,0.1,0.15,0.5
4128,'2024/04/23 23:46:25:052',7,0,16,48,0.1,0.15,0.5
4129,'2024/04/23 23:46:25:086',7,0,16,48,0.1,0.15,0.5
4130,'2024/04/23 23:46:25:118',7,0,16,48,0.1,0.14,0.5
4131,'2024/04/23 23:46:25:150',7,0,16,48,0.1,0.14,0.5
4132,'2024/04/23 23:46:25:182',7,0,16,48,0.1,0.14,0.5
4133,'2024/04/23 23:46:25:215',7,0,16,48,0.1,0.14,0.5
4134,'2024/04/23 23:46:25:248',7,0,16,48,0.1,0.13,0.5
4135,'2024/04/23 23:46:25:284',7,0,16,48,0.1,0.13,0.5
4136,'2024/04/23 23:46:25:316',7,0,16,48,0.1,0.13,0.5
4137,'2024/04/23 23:46:25:349',7,0,16,48,0.1,0.13,0.5
4138,'2024/04/23 23:46:25:385',7,0,16,48,0.1,0.12,0.5
4139,'2024/04/23 23:46:25:419',7,0,16,48,0.1,0.1,0.5
4140,'2024/04/23 23:46:25:451',7,0,0,0,0.1,0.09,0.5
4141,'2024/04/23 23:46:25:487',7,0,0,0,0.1,0.09,0.5
4142,'2024/04/23 23:46:25:520',7,0,0,0,0.1,0.09,0.5
4143,'2024/04/23 23:46:25:552',7,0,0,0,0.1,0.09,0.5
4144,'2024/04/23 23:46:25:588',7,0,0,0,0.1,0.08,0.5
4145,'2024/04/23 23:46:25:624',7,0,0,0,0.1,0.08,0.5
4146,'2024/04/23 23:46:25:657',7,0,0,0,0.1,0.08,0.5
4147,'2024/04/23 23:46:25:690',7,0,0,0,0.1,0.08,0.5
4148,'2024/04/23 23:46:25:723',7,0,0,0,0.1,0.08,0.5
4149,'2024/04/23 23:46:25:757',7,0,0,0,0.1,0.07,0.5
4150,'2024/04/23 23:46:25:800',7,0,0,0,0.1,0.06,0.5
4151,'2024/04/23 23:46:25:831',7,0,0,0,0.1,0.06,0.5
4152,'2024/04/23 23:46:25:867',7,0,0,0,0.1,0.06,0.5
4153,'2024/04/23 23:46:25:903',7,0,0,0,0.1,0.06,0.5
4154,'2024/04/23 23:46:25:938',7,0,0,0,0.1,0.06,0.5
4155,'2024/04/23 23:46:25:977',7,0,0,0,0.1,0.06,0.5
4156,'2024/04/23 23:46:26:014',7,0,0,0,0.1,0.06,0.5
4157,'2024/04/23 23:46:26:049',7,0,0,0,0.1,0.06,0.5
4158,'2024/04/23 23:46:26:083',7,0,0,0,0.1,0.06,0.5
4159,'2024/04/23 23:46:26:116',7,0,0,0,0.1,0.06,0.5
4160,'2024/04/23 23:46:26:151',7,0,0,0,0.1,0.06,0.5
4161,'2024/04/23 23:46:26:185',7,0,0,0,0.1,0.06,0.5
4162,'2024/04/23 23:46:26:218',7,0,0,0,0.1,0.06,0.5
4163,'2024/04/23 23:46:26:250',7,0,0,0,0.1,0.06,0.5
4164,'2024/04/23 23:46:26:283',7,0,0,0,0.1,0.06,0.5
4165,'2024/04/23 23:46:26:317',7,0,0,0,0.1,0.06,0.5
4166,'2024/04/23 23:46:26:352',7,0,0,0,0.1,0.06,0.5
4167,'2024/04/23 23:46:26:385',7,0,0,0,0.1,0.06,0.5
4168,'2024/04/23 23:46:26:419',7,0,0,0,0.1,0.06,0.5
4169,'2024/04/23 23:46:26:451',7,0,0,0,0.1,0.06,0.5
4170,'2024/04/23 23:46:26:484',7,0,0,0,0.1,0.06,0.5
4171,'2024/04/23 23:46:26:516',7,0,0,0,0.1,0.06,0.5
4172,'2024/04/23 23:46:26:549',7,0,0,0,0.1,0.06,0.5
4173,'2024/04/23 23:46:26:583',7,0,0,0,0.1,0.06,0.5
4174,'2024/04/23 23:46:26:619',7,0,0,0,0.1,0.06,0.5
4175,'2024/04/23 23:46:26:652',7,0,0,0,0.1,0.06,0.5
4176,'2024/04/23 23:46:26:688',7,0,0,0,0.1,0.06,0.5
4177,'2024/04/23 23:46:26:722',7,0,0,0,0.1,0.06,0.5
4178,'2024/04/23 23:46:26:757',7,0,0,0,0.1,0.06,0.5
4179,'2024/04/23 23:46:26:792',7,0,17,47,0.1,0.06,0.5
4180,'2024/04/23 23:46:26:829',7,0,17,47,0.1,0.06,0.5
4181,'2024/04/23 23:46:26:865',7,0,17,47,0.1,0.06,0.5
4182,'2024/04/23 23:46:26:900',7,0,17,47,0.1,0.06,0.5
4183,'2024/04/23 23:46:26:937',7,0,17,47,0.1,0.06,0.5
4184,'2024/04/23 23:46:26:971',7,0,17,47,0.1,0.06,0.5
4185,'2024/04/23 23:46:27:007',7,0,17,47,0.1,0.06,0.5
4186,'2024/04/25 00:00:27:422',8,252,68,63,0.98,0.49,0.5
4187,'2024/04/25 00:00:30:837',9,257,69,62,0.98,0.49,0.5
4188,'2024/04/25 00:00:30:875',9,257,69,62,0.98,0.49,0.5
4189,'2024/04/25 00:00:30:916',9,256,69,61,0.98,0.49,0.5
4190,'2024/04/25 00:00:30:968',9,257,70,62,0.98,0.49,0.5
4191,'2024/04/25 00:00:31:007',9,257,69,62,0.98,0.49,0.5
4192,'2024/04/25 00:00:31:051',9,257,69,62,0.98,0.49,0.5
4193,'2024/04/25 00:00:31:091',9,257,69,62,0.98,0.49,0.5
4194,'2024/04/25 00:00:31:134',9,257,69,62,0.98,0.49,0.5
4195,'2024/04/25 00:00:31:178',9,256,69,62,0.98,0.49,0.5
4196,'2024/04/25 00:00:31:228',9,256,69,63,0.98,0.49,0.5
4197,'2024/04/25 00:00:31:277',9,256,69,63,0.98,0.49,0.5
4198,'2024/04/25 00:00:31:318',9,258,72,57,0.98,0.49,0.5
4199,'2024/04/25 00:00:31:359',9,257,70,62,0.98,0.49,0.5
4200,'2024/04/25 00:00:31:400',9,257,70,62,0.98,0.49,0.5
4201,'2024/04/25 00:00:31:440',9,259,71,59,0.98,0.49,0.5
4202,'2024/04/25 00:00:31:488',9,259,71,60,0.98,0.49,0.5
4203,'2024/04/25 00:00:31:528',9,259,71,60,0.98,0.49,0.5
4204,'2024/04/25 00:00:31:573',9,260,72,58,0.98,0.49,0.5
4205,'2024/04/25 00:00:31:618',9,260,72,58,0.98,0.49,0.5
4206,'2024/04/25 00:00:31:661',9,256,69,63,0.98,0.49,0.5
4207,'2024/04/25 00:00:31:699',9,256,69,63,0.98,0.49,0.5
4208,'2024/04/25 00:00:31:740',9,256,69,63,0.98,0.49,0.5
4209,'2024/04/25 00:00:31:785',9,256,70,62,0.98,0.49,0.5
4210,'2024/04/25 00:00:31:824',9,256,69,63,0.98,0.49,0.5
4211,'2024/04/25 00:00:31:865',9,256,69,63,0.98,0.49,0.5
4212,'2024/04/25 00:00:31:904',9,257,71,60,0.98,0.49,0.5
4213,'2024/04/25 00:00:31:948',9,257,71,60,0.98,0.49,0.5
4214,'2024/04/25 00:00:31:989',9,257,70,62,0.98,0.49,0.5
4215,'2024/04/25 00:00:32:031',9,257,69,62,0.98,0.49,0.5
4216,'2024/04/25 00:00:32:072',9,257,69,62,0.98,0.49,0.5
4217,'2024/04/25 00:00:32:111',9,256,70,63,0.98,0.49,0.5
4218,'2024/04/25 00:00:32:152',9,256,70,63,0.98,0.49,0.5
4219,'2024/04/25 00:00:32:189',9,256,70,63,0.98,0.49,0.5
4220,'2024/04/25 00:00:32:229',9,256,70,63,0.98,0.49,0.5
4221,'2024/04/25 00:00:32:271',9,256,70,63,0.98,0.49,0.5
4222,'2024/04/25 00:00:32:310',9,258,70,61,0.98,0.49,0.5
4223,'2024/04/25 00:00:32:350',9,258,70,61,0.98,0.49,0.5
4224,'2024/04/25 00:00:32:389',9,257,70,62,0.98,0.49,0.5
4225,'2024/04/25 00:00:32:432',9,257,70,62,0.98,0.49,0.5
4226,'2024/04/25 00:00:32:469',9,257,70,62,0.98,0.49,0.5
4227,'2024/04/25 00:00:32:514',9,258,70,61,0.98,0.49,0.5
4228,'2024/04/25 00:00:32:555',9,258,70,61,0.98,0.48,0.5
4229,'2024/04/25 00:00:32:595',9,258,70,61,0.98,0.47,0.5
4230,'2024/04/25 00:00:32:642',9,258,70,61,0.98,0.47,0.5
4231,'2024/04/25 00:00:32:686',9,259,72,59,0.98,0.48,0.5
4232,'2024/04/25 00:00:32:726',9,259,72,59,0.98,0.48,0.5
4233,'2024/04/25 00:00:32:766',9,259,72,59,0.98,0.47,0.5
4234,'2024/04/25 00:00:32:805',9,259,72,59,0.98,0.47,0.5
4235,'2024/04/25 00:00:32:843',9,259,72,59,0.98,0.47,0.5
4236,'2024/04/25 00:00:32:882',9,260,70,59,0.98,0.47,0.5
4237,'2024/04/25 00:00:32:921',9,260,70,59,0.98,0.47,0.5
4238,'2024/04/25 00:00:32:962',9,260,70,59,0.98,0.46,0.5
4239,'2024/04/25 00:00:33:003',9,260,70,59,0.98,0.46,0.5
4240,'2024/04/25 00:00:33:045',9,260,70,59,0.98,0.46,0.5
4241,'2024/04/25 00:00:33:087',9,260,70,59,0.98,0.45,0.5
4242,'2024/04/25 00:00:33:128',9,260,70,59,0.98,0.45,0.5
4243,'2024/04/25 00:00:33:168',9,260,70,59,0.98,0.45,0.5
4244,'2024/04/25 00:00:33:207',9,260,70,59,0.98,0.45,0.5
4245,'2024/04/25 00:00:33:245',9,260,70,59,0.98,0.45,0.5
4246,'2024/04/25 00:00:33:286',9,260,70,59,0.98,0.45,0.5
4247,'2024/04/25 00:00:33:326',9,260,70,59,0.98,0.45,0.5
4248,'2024/04/25 00:00:33:367',9,260,70,59,0.98,0.45,0.5
4249,'2024/04/25 00:00:33:407',9,260,70,59,0.98,0.45,0.5
4250,'2024/04/25 00:00:33:445',9,260,70,59,0.98,0.45,0.5
4251,'2024/04/25 00:00:33:486',9,260,70,59,0.98,0.45,0.5
4252,'2024/04/25 00:00:33:528',9,260,70,59,0.98,0.45,0.5
4253,'2024/04/25 00:00:33:569',9,260,70,59,0.98,0.44,0.5
4254,'2024/04/25 00:00:33:609',9,0,0,0,0.98,0.45,0.5
4255,'2024/04/25 00:00:33:650',9,0,0,0,0.98,0.45,0.5
4256,'2024/04/25 00:00:33:690',9,0,0,0,0.98,0.45,0.5
4257,'2024/04/25 00:00:33:729',9,0,0,0,0.98,0.44,0.5
4258,'2024/04/25 00:00:33:773',9,0,0,0,0.98,0.44,0.5
4259,'2024/04/25 00:00:33:823',9,0,0,0,0.98,0.44,0.5
4260,'2024/04/25 00:00:33:865',9,0,0,0,0.98,0.44,0.5
4261,'2024/04/25 00:00:33:912',9,0,0,0,0.98,0.44,0.5
4262,'2024/04/25 00:00:33:967',9,0,0,0,0.98,0.44,0.5
4263,'2024/04/25 00:00:34:006',9,0,0,0,0.98,0.44,0.5
4264,'2024/04/25 00:00:34:044',9,0,0,0,0.98,0.44,0.5
4265,'2024/04/25 00:00:34:083',9,0,0,0,0.98,0.44,0.5
4266,'2024/04/25 00:00:34:122',9,0,0,0,0.98,0.45,0.5
4267,'2024/04/25 00:00:34:162',9,0,0,0,0.98,0.45,0.5
4268,'2024/04/25 00:00:34:201',9,0,0,0,0.98,0.45,0.5
4269,'2024/04/25 00:00:34:240',9,0,0,0,0.98,0.45,0.5
4270,'2024/04/25 00:00:34:277',9,0,0,0,0.98,0.46,0.5
4271,'2024/04/25 00:00:34:314',9,0,0,0,0.98,0.46,0.5
4272,'2024/04/25 00:00:34:356',9,0,0,0,0.98,0.46,0.5
4273,'2024/04/25 00:00:34:397',9,0,0,0,0.98,0.46,0.5
4274,'2024/04/25 00:00:34:438',9,0,0,0,0.98,0.46,0.5
4275,'2024/04/25 00:00:34:477',9,0,0,0,0.98,0.46,0.5
4276,'2024/04/25 00:00:34:520',9,0,0,0,0.98,0.46,0.5
4277,'2024/04/25 00:00:34:560',9,0,0,0,0.98,0.46,0.5
4278,'2024/04/25 00:00:34:601',9,0,0,0,0.98,0.47,0.5
4279,'2024/04/25 00:00:34:652',9,0,0,0,0.98,0.47,0.5
4280,'2024/04/25 00:00:34:695',9,0,0,0,0.98,0.47,0.5
4281,'2024/04/25 00:00:34:745',9,0,0,0,0.98,0.47,0.5
4282,'2024/04/25 00:00:34:789',9,0,0,0,0.98,0.47,0.5
4283,'2024/04/25 00:00:34:836',9,0,0,0,0.98,0.47,0.5
4284,'2024/04/25 00:00:34:875',9,0,0,0,0.98,0.47,0.5
4285,'2024/04/25 00:00:34:919',9,0,0,0,0.98,0.47,0.5
4286,'2024/04/25 00:00:34:962',9,0,0,0,0.98,0.47,0.5
4287,'2024/04/25 00:00:35:005',9,0,0,0,0.98,0.47,0.5
4288,'2024/04/25 00:00:35:050',9,0,0,0,0.98,0.47,0.5
4289,'2024/04/25 00:00:35:088',9,0,0,0,0.98,0.47,0.5
4290,'2024/04/25 00:00:35:126',9,0,0,0,0.98,0.47,0.5
4291,'2024/04/25 00:00:35:170',9,0,0,0,0.98,0.47,0.5
4292,'2024/04/25 00:00:35:208',9,0,0,0,0.98,0.47,0.5
4293,'2024/04/25 00:00:35:249',9,254,64,66,0.98,0.47,0.5
4294,'2024/04/25 00:00:35:288',9,254,69,61,0.98,0.47,0.5
4295,'2024/04/25 00:00:35:329',9,254,69,61,0.98,0.47,0.5
4296,'2024/04/25 00:00:35:371',9,252,68,62,0.98,0.47,0.5
4297,'2024/04/25 00:00:35:409',9,252,66,65,0.98,0.47,0.5
4298,'2024/04/25 00:00:35:453',9,252,66,65,0.98,0.47,0.5
4299,'2024/04/25 00:00:35:493',9,248,66,66,0.98,0.47,0.5
4300,'2024/04/25 00:00:35:538',9,248,66,66,0.98,0.47,0.5
4301,'2024/04/25 00:00:35:579',9,247,68,65,0.98,0.47,0.5
4302,'2024/04/25 00:00:35:620',9,246,68,64,0.98,0.47,0.5
4303,'2024/04/25 00:00:35:659',9,246,68,64,0.98,0.47,0.5
4304,'2024/04/25 00:00:35:701',9,245,67,64,0.98,0.47,0.5
4305,'2024/04/25 00:00:35:741',9,245,67,64,0.98,0.47,0.5
4306,'2024/04/25 00:00:35:783',9,246,65,66,0.98,0.47,0.5
4307,'2024/04/25 00:00:35:824',9,243,62,71,0.98,0.47,0.5
4308,'2024/04/25 00:00:35:866',9,243,62,71,0.98,0.47,0.5
4309,'2024/04/25 00:00:35:907',9,243,63,68,0.98,0.47,0.5
4310,'2024/04/25 00:00:35:949',9,243,63,68,0.98,0.47,0.5
4311,'2024/04/25 00:00:35:989',9,245,63,66,0.98,0.47,0.5
4312,'2024/04/25 00:00:36:041',9,246,62,66,0.98,0.47,0.5
4313,'2024/04/25 00:00:36:080',9,246,62,66,0.98,0.47,0.5
4314,'2024/04/25 00:00:36:122',9,247,61,66,0.98,0.47,0.5
4315,'2024/04/25 00:00:36:162',9,248,61,66,0.98,0.47,0.5
4316,'2024/04/25 00:00:36:204',9,248,61,66,0.98,0.47,0.5
4317,'2024/04/25 00:00:36:244',9,250,60,66,0.98,0.47,0.5
4318,'2024/04/25 00:00:36:286',9,250,59,66,0.98,0.47,0.5
4319,'2024/04/25 00:00:36:328',9,250,59,66,0.98,0.47,0.5
4320,'2024/04/25 00:00:36:372',9,251,61,62,0.98,0.47,0.5
4321,'2024/04/25 00:00:36:411',9,251,61,62,0.98,0.46,0.5
4322,'2024/04/25 00:00:36:454',9,251,61,62,0.98,0.46,0.5
4323,'2024/04/25 00:00:36:495',9,251,57,66,0.98,0.45,0.5
4324,'2024/04/25 00:00:36:536',9,251,57,66,0.98,0.45,0.5
4325,'2024/04/25 00:00:36:578',9,254,57,60,0.98,0.44,0.5
4326,'2024/04/25 00:00:36:619',9,254,58,60,0.98,0.44,0.5
4327,'2024/04/25 00:00:36:662',9,254,58,60,0.98,0.43,0.5
4328,'2024/04/25 00:00:36:704',9,255,57,59,0.98,0.42,0.5
4329,'2024/04/25 00:00:36:745',9,255,57,59,0.98,0.42,0.5
