@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
2850,'2024/04/23 23:42:47:440',6,188,91,59,0.64,0.5,0.5
2851,'2024/04/23 23:42:47:472',6,188,91,59,0.64,0.5,0.5
2852,'2024/04/23 23:42:47:503',6,186,88,61,0.64,0.5,0.5
2853,'2024/04/23 23:42:47:536',6,186,88,61,0.64,0.5,0.5
2854,'2024/04/23 23:42:47:566',6,184,89,62,0.64,0.5,0.5
2855,'2024/04/23 23:42:47:598',6,184,89,62,0.64,0.5,0.5
2856,'2024/04/23 23:42:47:631',6,183,89,62,0.64,0.5,0.5
2857,'2024/04/23 23:42:47:661',6,183,89,62,0.64,0.5,0.5
2858,'2024/04/23 23:42:47:695',6,183,91,58,0.64,0.5,0.5
2859,'2024/04/23 23:42:47:728',6,183,91,58,0.64,0.5,0.5
2860,'2024/04/23 23:42:47:762',6,183,91,58,0.64,0.5,0.5
2861,'2024/04/23 23:42:47:794',6,180,88,63,0.64,0.5,0.5
2862,'2024/04/23 23:42:47:825',6,180,88,63,0.64,0.5,0.5
2863,'2024/04/23 23:42:47:858',6,180,89,60,0.64,0.5,0.5
2864,'2024/04/23 23:42:47:890',6,180,89,60,0.64,0.5,0.5
2865,'2024/04/23 23:42:47:923',6,180,90,59,0.64,0.5,0.5
2866,'2024/04/23 23:42:47:958',6,180,90,59,0.64,0.5,0.5
2867,'2024/04/23 23:42:47:992',6,177,88,62,0.64,0.5,0.5
2868,'2024/04/23 23:42:48:029',6,177,88,62,0.64,0.5,0.5
2869,'2024/04/23 23:42:48:063',6,178,90,59,0.64,0.5,0.5
2870,'2024/04/23 23:42:48:094',6,176,89,61,0.64,0.5,0.5
2871,'2024/04/23 23:42:48:125',6,176,89,61,0.64,0.5,0.5
2872,'2024/04/23 23:42:48:158',6,176,89,61,0.64,0.5,0.5
2873,'2024/04/23 23:42:48:194',6,175,89,60,0.64,0.5,0.5
2874,'2024/04/23 23:42:48:227',6,175,89,60,0.64,0.5,0.5
2875,'2024/04/23 23:42:48:261',6,173,89,60,0.64,0.5,0.5
2876,'2024/04/23 23:42:48:293',6,173,89,60,0.64,0.5,0.5
2877,'2024/04/23 23:42:48:328',6,173,90,58,0.64,0.5,0.5
2878,'2024/04/23 23:42:48:362',6,173,90,58,0.64,0.5,0.5
2879,'2024/04/23 23:42:48:391',6,172,90,58,0.64,0.5,0.5
2880,'2024/04/23 23:42:48:426',6,172,90,58,0.64,0.5,0.5
2881,'2024/04/23 23:42:48:461',6,172,90,56,0.64,0.5,0.5
2882,'2024/04/23 23:42:48:493',6,169,91,57,0.64,0.5,0.5
2883,'2024/04/23 23:42:48:526',6,169,91,57,0.64,0.5,0.5
2884,'2024/04/23 23:42:48:560',6,169,91,57,0.64,0.5,0.5
2885,'2024/04/23 23:42:48:593',6,168,92,55,0.64,0.5,0.5
2886,'2024/04/23 23:42:48:627',6,168,92,55,0.64,0.5,0.5
2887,'2024/04/23 23:42:48:659',6,168,92,54,0.64,0.5,0.5
2888,'2024/04/23 23:42:48:693',6,168,92,54,0.64,0.5,0.5
2889,'2024/04/23 23:42:48:728',6,166,92,55,0.63,0.5,0.5
2890,'2024/04/23 23:42:48:761',6,166,92,55,0.63,0.5,0.5
2891,'2024/04/23 23:42:48:796',6,165,91,54,0.63,0.5,0.5
2892,'2024/04/23 23:42:48:829',6,163,92,55,0.63,0.5,0.5
2893,'2024/04/23 23:42:48:860',6,163,92,55,0.63,0.5,0.5
2894,'2024/04/23 23:42:48:894',6,162,91,55,0.63,0.5,0.5
2895,'2024/04/23 23:42:48:933',6,162,91,55,0.63,0.5,0.5
2896,'2024/04/23 23:42:48:967',6,162,91,55,0.63,0.5,0.5
2897,'2024/04/23 23:42:49:001',6,162,92,54,0.63,0.5,0.5
2898,'2024/04/23 23:42:49:031',6,162,92,54,0.63,0.5,0.5
2899,'2024/04/23 23:42:49:064',6,162,93,53,0.63,0.5,0.5
2900,'2024/04/23 23:42:49:095',6,162,93,53,0.63,0.5,0.5
2901,'2024/04/23 23:42:49:128',6,160,92,55,0.63,0.5,0.5
2902,'2024/04/23 23:42:49:162',6,160,92,55,0.63,0.5,0.5
2903,'2024/04/23 23:42:49:194',6,159,92,54,0.63,0.5,0.5
2904,'2024/04/23 23:42:49:229',6,160,93,52,0.63,0.5,0.5
2905,'2024/04/23 23:42:49:262',6,160,93,52,0.63,0.5,0.5
2906,'2024/04/23 23:42:49:296',6,158,93,53,0.63,0.5,0.5
2907,'2024/04/23 23:42:49:330',6,158,93,53,0.63,0.5,0.5
2908,'2024/04/23 23:42:49:363',6,158,93,53,0.63,0.5,0.5
2909,'2024/04/23 23:42:49:396',6,157,93,53,0.63,0.5,0.5
2910,'2024/04/23 23:42:49:429',6,157,93,53,0.63,0.5,0.5
2911,'2024/04/23 23:42:49:462',6,156,93,54,0.63,0.5,0.5
2912,'2024/04/23 23:42:49:494',6,156,93,54,0.63,0.5,0.5
2913,'2024/04/23 23:42:49:528',6,156,93,52,0.63,0.5,0.5
2914,'2024/04/23 23:42:49:564',6,156,93,52,0.63,0.5,0.5
2915,'2024/04/23 23:42:49:596',6,156,94,52,0.61,0.5,0.5
2916,'2024/04/23 23:42:49:646',6,155,93,52,0.6,0.5,0.5
2917,'2024/04/23 23:42:49:686',6,155,93,52,0.6,0.5,0.5
2918,'2024/04/23 23:42:49:731',6,156,94,51,0.59,0.5,0.5
2919,'2024/04/23 23:42:49:771',6,156,94,51,0.58,0.5,0.5
2920,'2024/04/23 23:42:49:810',6,155,94,52,0.58,0.5,0.5
2921,'2024/04/23 23:42:49:852',6,155,93,52,0.58,0.5,0.5
2922,'2024/04/23 23:42:49:894',6,155,93,52,0.57,0.5,0.5
2923,'2024/04/23 23:42:49:933',6,155,93,52,0.57,0.5,0.5
2924,'2024/04/23 23:42:49:970',6,154,93,53,0.57,0.5,0.5
2925,'2024/04/23 23:42:50:013',6,154,93,53,0.56,0.5,0.5
2926,'2024/04/23 23:42:50:051',6,155,94,51,0.55,0.5,0.5
2927,'2024/04/23 23:42:50:083',6,155,94,51,0.55,0.5,0.5
2928,'2024/04/23 23:42:50:116',6,155,94,51,0.54,0.5,0.5
2929,'2024/04/23 23:42:50:150',6,155,94,51,0.54,0.5,0.5
2930,'2024/04/23 23:42:50:185',6,154,94,51,0.53,0.5,0.5
2931,'2024/04/23 23:42:50:220',6,154,94,51,0.53,0.5,0.5
2932,'2024/04/23 23:42:50:259',6,154,95,50,0.52,0.5,0.5
2933,'2024/04/23 23:42:50:292',6,154,95,50,0.52,0.5,0.5
2934,'2024/04/23 23:42:50:326',6,152,93,52,0.52,0.5,0.5
2935,'2024/04/23 23:42:50:361',6,152,93,52,0.51,0.5,0.5
2936,'2024/04/23 23:42:50:396',6,152,95,50,0.5,0.5,0.5
2937,'2024/04/23 23:42:50:431',6,152,96,49,0.5,0.5,0.5
2938,'2024/04/23 23:42:50:464',6,152,96,49,0.49,0.5,0.5
2939,'2024/04/23 23:42:50:497',6,150,96,50,0.48,0.5,0.5
2940,'2024/04/23 23:42:50:529',6,150,96,50,0.48,0.5,0.5
2941,'2024/04/23 23:42:50:562',6,150,96,50,0.48,0.5,0.5
2942,'2024/04/23 23:42:50:599',6,149,95,51,0.47,0.5,0.5
2943,'2024/04/23 23:42:50:635',6,149,95,51,0.47,0.5,0.5
2944,'2024/04/23 23:42:50:670',6,149,96,50,0.47,0.5,0.5
2945,'2024/04/23 23:42:50:706',6,147,95,51,0.46,0.5,0.5
2946,'2024/04/23 23:42:50:741',6,147,95,51,0.45,0.5,0.5
2947,'2024/04/23 23:42:50:776',6,147,96,50,0.44,0.5,0.5
2948,'2024/04/23 23:42:50:811',6,147,96,50,0.43,0.5,0.5
2949,'2024/04/23 23:42:50:846',6,146,95,52,0.42,0.5,0.5
2950,'2024/04/23 23:42:50:878',6,146,95,52,0.41,0.5,0.5
2951,'2024/04/23 23:42:50:913',6,146,96,50,0.4,0.5,0.5
2952,'2024/04/23 23:42:50:948',6,146,96,50,0.4,0.5,0.5
2953,'2024/04/23 23:42:50:980',6,145,95,51,0.4,0.5,0.5
2954,'2024/04/23 23:42:51:013',6,145,95,51,0.4,0.5,0.5
2955,'2024/04/23 23:42:51:046',6,144,96,50,0.39,0.5,0.5
2956,'2024/04/23 23:42:51:079',6,144,96,50,0.39,0.5,0.5
2957,'2024/04/23 23:42:51:109',6,143,96,49,0.39,0.5,0.5
2958,'2024/04/23 23:42:51:144',6,143,96,49,0.38,0.5,0.5
2959,'2024/04/23 23:42:51:177',6,141,96,50,0.38,0.5,0.5
2960,'2024/04/23 23:42:51:211',6,141,96,50,0.38,0.5,0.5
2961,'2024/04/23 23:42:51:247',6,140,96,50,0.38,0.5,0.5
2962,'2024/04/23 23:42:51:280',6,140,96,50,0.38,0.5,0.5
2963,'2024/04/23 23:42:51:313',6,137,95,51,0.38,0.5,0.5
2964,'2024/04/23 23:42:51:347',6,137,95,51,0.38,0.5,0.5
2965,'2024/04/23 23:42:51:381',6,136,96,52,0.38,0.5,0.5
2966,'2024/04/23 23:42:51:415',6,136,96,52,0.37,0.5,0.5
2967,'2024/04/23 23:42:51:450',6,135,96,50,0.36,0.5,0.5
2968,'2024/04/23 23:42:51:480',6,135,96,50,0.36,0.5,0.5
2969,'2024/04/23 23:42:51:513',6,134,96,50,0.36,0.5,0.5
2970,'2024/04/23 23:42:51:547',6,134,96,50,0.36,0.5,0.5
2971,'2024/04/23 23:42:51:582',6,133,97,49,0.36,0.5,0.5
2972,'2024/04/23 23:42:51:619',6,133,97,49,0.36,0.5,0.5
2973,'2024/04/23 23:42:51:652',6,131,97,51,0.36,0.5,0.5
2974,'2024/04/23 23:42:51:693',6,131,97,51,0.36,0.5,0.5
2975,'2024/04/23 23:42:51:727',6,131,97,50,0.36,0.5,0.5
2976,'2024/04/23 23:42:51:763',6,131,97,50,0.36,0.5,0.5
2977,'2024/04/23 23:42:51:793',6,130,97,49,0.36,0.5,0.5
2978,'2024/04/23 23:42:51:827',6,130,97,49,0.36,0.5,0.5
2979,'2024/04/23 23:42:51:859',6,130,97,50,0.36,0.5,0.5
2980,'2024/04/23 23:42:51:897',6,130,97,50,0.36,0.5,0.5
2981,'2024/04/23 23:42:51:933',6,126,96,52,0.36,0.5,0.5
2982,'2024/04/23 23:42:51:965',6,126,96,52,0.36,0.5,0.5
2983,'2024/04/23 23:42:51:998',6,126,96,52,0.36,0.5,0.5
2984,'2024/04/23 23:42:52:030',6,124,96,52,0.36,0.5,0.5
2985,'2024/04/23 23:42:52:067',6,124,96,52,0.36,0.5,0.5
2986,'2024/04/23 23:42:52:103',6,124,98,49,0.36,0.5,0.5
2987,'2024/04/23 23:42:52:141',6,124,98,49,0.36,0.5,0.5
2988,'2024/04/23 23:42:52:176',6,121,97,51,0.36,0.5,0.5
2989,'2024/04/23 23:42:52:209',6,121,97,51,0.36,0.5,0.5
2990,'2024/04/23 23:42:52:246',6,121,99,49,0.36,0.5,0.5
2991,'2024/04/23 23:42:52:279',6,121,99,49,0.36,0.5,0.5
2992,'2024/04/23 23:42:52:311',6,118,97,51,0.36,0.5,0.5
2993,'2024/04/23 23:42:52:345',6,118,97,51,0.36,0.5,0.5
2994,'2024/04/23 23:42:52:378',6,117,99,50,0.36,0.5,0.5
2995,'2024/04/23 23:42:52:411',6,117,99,50,0.36,0.5,0.5
2996,'2024/04/23 23:42:52:444',6,116,99,50,0.36,0.5,0.5
2997,'2024/04/23 23:42:52:476',6,116,99,50,0.36,0.5,0.5
2998,'2024/04/23 23:42:52:510',6,114,99,49,0.36,0.5,0.5
2999,'2024/04/23 23:42:52:541',6,114,99,49,0.36,0.5,0.5
3000,'2024/04/23 23:42:52:576',6,112,100,50,0.36,0.5,0.5
3001,'2024/04/23 23:42:52:610',6,112,100,50,0.36,0.5,0.5
3002,'2024/04/23 23:42:52:644',6,111,101,49,0.36,0.5,0.5
3003,'2024/04/23 23:42:52:677',6,111,101,49,0.36,0.5,0.5
3004,'2024/04/23 23:42:52:709',6,109,100,49,0.36,0.5,0.5
3005,'2024/04/23 23:42:52:743',6,109,100,49,0.36,0.5,0.5
3006,'2024/04/23 23:42:52:776',6,107,100,50,0.36,0.5,0.5
3007,'2024/04/23 23:42:52:810',6,107,100,50,0.36,0.5,0.5
3008,'2024/04/23 23:42:52:843',6,106,101,48,0.36,0.5,0.5
3009,'2024/04/23 23:42:52:876',6,106,101,48,0.36,0.5,0.5
3010,'2024/04/23 23:42:52:911',6,105,101,49,0.36,0.5,0.5
3011,'2024/04/23 23:42:52:946',6,105,101,49,0.36,0.5,0.5
3012,'2024/04/23 23:42:52:977',6,104,102,48,0.36,0.5,0.5
3013,'2024/04/23 23:42:53:009',6,104,102,48,0.36,0.5,0.5
3014,'2024/04/23 23:42:53:043',6,103,103,48,0.36,0.5,0.5
3015,'2024/04/23 23:42:53:074',6,103,103,48,0.36,0.5,0.5
3016,'2024/04/23 23:42:53:108',6,103,102,48,0.36,0.5,0.5
3017,'2024/04/23 23:42:53:142',6,103,102,48,0.36,0.5,0.5
3018,'2024/04/23 23:42:53:177',6,103,103,48,0.36,0.5,0.5
3019,'2024/04/23 23:42:53:207',6,103,103,48,0.36,0.5,0.5
3020,'2024/04/23 23:42:53:241',6,100,101,50,0.36,0.5,0.5
3021,'2024/04/23 23:42:53:276',6,100,101,50,0.36,0.5,0.5
3022,'2024/04/23 23:42:53:308',6,99,102,50,0.36,0.5,0.5
3023,'2024/04/23 23:42:53:343',6,99,102,50,0.36,0.5,0.5
3024,'2024/04/23 23:42:53:375',6,99,103,49,0.36,0.5,0.5
3025,'2024/04/23 23:42:53:406',6,99,103,49,0.35,0.5,0.5
3026,'2024/04/23 23:42:53:449',6,98,103,49,0.35,0.5,0.5
3027,'2024/04/23 23:42:53:481',6,98,103,49,0.35,0.5,0.5
3028,'2024/04/23 23:42:53:520',6,95,103,51,0.34,0.5,0.5
3029,'2024/04/23 23:42:53:552',6,95,103,51,0.34,0.5,0.5
3030,'2024/04/23 23:42:53:584',6,95,103,49,0.34,0.5,0.5
3031,'2024/04/23 23:42:53:615',6,95,103,49,0.33,0.5,0.5
3032,'2024/04/23 23:42:53:645',6,95,105,48,0.33,0.5,0.5
3033,'2024/04/23 23:42:53:676',6,95,105,48,0.33,0.5,0.5
3034,'2024/04/23 23:42:53:708',6,94,105,47,0.32,0.5,0.5
3035,'2024/04/23 23:42:53:742',6,94,105,47,0.32,0.5,0.5
3036,'2024/04/23 23:42:53:778',6,92,103,50,0.31,0.5,0.5
3037,'2024/04/23 23:42:53:813',6,92,103,50,0.31,0.5,0.5
3038,'2024/04/23 23:42:53:847',6,93,104,48,0.31,0.5,0.5
3039,'2024/04/23 23:42:53:879',6,93,104,48,0.31,0.5,0.5
3040,'2024/04/23 23:42:53:910',6,93,105,48,0.31,0.5,0.5
3041,'2024/04/23 23:42:53:944',6,93,105,48,0.31,0.5,0.5
3042,'2024/04/23 23:42:53:981',6,92,105,50,0.3,0.5,0.5
3043,'2024/04/23 23:42:54:015',6,92,105,50,0.3,0.5,0.5
3044,'2024/04/23 23:42:54:050',6,93,105,47,0.3,0.5,0.5
3045,'2024/04/23 23:42:54:082',6,93,105,47,0.3,0.5,0.5
3046,'2024/04/23 23:42:54:116',6,93,105,48,0.3,0.5,0.5
3047,'2024/04/23 23:42:54:148',6,93,105,48,0.3,0.5,0.5
3048,'2024/04/23 23:42:54:180',6,91,105,50,0.3,0.5,0.5
3049,'2024/04/23 23:42:54:212',6,91,105,50,0.3,0.5,0.5
3050,'2024/04/23 23:42:54:248',6,90,105,50,0.3,0.5,0.5
3051,'2024/04/23 23:42:54:283',6,90,105,50,0.29,0.5,0.5
3052,'2024/04/23 23:42:54:320',6,87,104,53,0.29,0.5,0.5
3053,'2024/04/23 23:42:54:357',6,87,104,53,0.29,0.5,0.5
3054,'2024/04/23 23:42:54:392',6,88,104,51,0.28,0.5,0.5
3055,'2024/04/23 23:42:54:427',6,88,104,51,0.27,0.5,0.5
3056,'2024/04/23 23:42:54:463',6,88,105,51,0.27,0.5,0.5
3057,'2024/04/23 23:42:54:493',6,86,104,51,0.27,0.5,0.5
3058,'2024/04/23 23:42:54:525',6,86,104,51,0.27,0.5,0.5
3059,'2024/04/23 23:42:54:559',6,86,104,51,0.26,0.5,0.5
3060,'2024/04/23 23:42:54:595',6,87,106,48,0.26,0.5,0.5
3061,'2024/04/23 23:42:54:634',6,87,106,48,0.26,0.5,0.5
3062,'2024/04/23 23:42:54:679',6,89,108,46,0.25,0.5,0.5
3063,'2024/04/23 23:42:54:719',6,87,107,49,0.25,0.5,0.5
3064,'2024/04/23 23:42:54:761',6,87,107,49,0.25,0.5,0.5
3065,'2024/04/23 23:42:54:803',6,86,108,47,0.24,0.5,0.5
3066,'2024/04/23 23:42:54:850',6,84,107,49,0.23,0.5,0.5
3067,'2024/04/23 23:42:54:888',6,84,107,49,0.22,0.5,0.5
3068,'2024/04/23 23:42:54:932',6,84,107,49,0.22,0.5,0.5
3069,'2024/04/23 23:42:54:966',6,84,107,49,0.22,0.5,0.5
3070,'2024/04/23 23:42:55:003',6,86,109,46,0.22,0.5,0.5
3071,'2024/04/23 23:42:55:036',6,85,106,49,0.22,0.5,0.5
3072,'2024/04/23 23:42:55:067',6,85,106,49,0.22,0.5,0.5
3073,'2024/04/23 23:42:55:098',6,86,107,46,0.21,0.5,0.5
3074,'2024/04/23 23:42:55:131',6,86,107,46,0.21,0.5,0.5
3075,'2024/04/23 23:42:55:163',6,84,107,48,0.21,0.5,0.5
3076,'2024/04/23 23:42:55:194',6,84,107,48,0.21,0.5,0.5
3077,'2024/04/23 23:42:55:230',6,84,107,48,0.21,0.5,0.5
3078,'2024/04/23 23:42:55:262',6,83,105,51,0.21,0.5,0.5
3079,'2024/04/23 23:42:55:296',6,84,105,49,0.21,0.5,0.5
3080,'2024/04/23 23:42:55:329',6,84,105,49,0.21,0.5,0.5
3081,'2024/04/23 23:42:55:362',6,84,105,49,0.21,0.5,0.5
3082,'2024/04/23 23:42:55:392',6,85,104,49,0.21,0.5,0.5
3083,'2024/04/23 23:42:55:426',6,85,104,49,0.21,0.5,0.5
3084,'2024/04/23 23:42:55:457',6,85,103,50,0.21,0.5,0.5
3085,'2024/04/23 23:42:55:489',6,85,103,50,0.21,0.5,0.5
3086,'2024/04/23 23:42:55:523',6,85,101,49,0.21,0.5,0.5
3087,'2024/04/23 23:42:55:554',6,85,101,49,0.21,0.5,0.5
3088,'2024/04/23 23:42:55:586',6,85,98,52,0.21,0.5,0.5
3089,'2024/04/23 23:42:55:617',6,85,98,52,0.21,0.5,0.5
3090,'2024/04/23 23:42:55:648',6,85,95,52,0.21,0.5,0.5
3091,'2024/04/23 23:42:55:681',6,85,95,52,0.21,0.5,0.5
3092,'2024/04/23 23:42:55:713',6,87,91,51,0.21,0.5,0.5
3093,'2024/04/23 23:42:55:745',6,87,91,51,0.21,0.5,0.5
3094,'2024/04/23 23:42:55:779',6,86,87,53,0.21,0.5,0.5
3095,'2024/04/23 23:42:55:811',6,86,87,53,0.21,0.5,0.5
3096,'2024/04/23 23:42:55:845',6,89,84,51,0.21,0.5,0.5
3097,'2024/04/23 23:42:55:879',6,89,84,51,0.21,0.5,0.5
3098,'2024/04/23 23:42:55:914',6,87,80,56,0.21,0.5,0.5
3099,'2024/04/23 23:42:55:950',6,87,80,56,0.21,0.5,0.5
3100,'2024/04/23 23:42:55:987',6,89,81,54,0.21,0.5,0.5
3101,'2024/04/23 23:42:56:026',6,89,81,54,0.21,0.5,0.5
3102,'2024/04/23 23:42:56:061',6,89,82,53,0.2,0.5,0.5
3103,'2024/04/23 23:42:56:096',6,88,83,55,0.17,0.5,0.5
3104,'2024/04/23 23:42:56:130',6,88,83,55,0.15,0.5,0.5
3105,'2024/04/23 23:42:56:167',6,88,83,55,0.15,0.5,0.5
3106,'2024/04/23 23:42:56:201',6,89,85,53,0.15,0.5,0.5
3107,'2024/04/23 23:42:56:243',6,89,85,53,0.15,0.5,0.5
3108,'2024/04/23 23:42:56:278',6,88,86,54,0.15,0.5,0.5
3109,'2024/04/23 23:42:56:315',6,87,87,55,0.15,0.5,0.5
3110,'2024/04/23 23:42:56:348',6,87,87,55,0.15,0.5,0.5
3111,'2024/04/23 23:42:56:380',6,90,87,56,0.15,0.5,0.5
3112,'2024/04/23 23:42:56:415',6,90,87,56,0.15,0.5,0.5
3113,'2024/04/23 23:42:56:449',6,91,88,55,0.15,0.5,0.5
3114,'2024/04/23 23:42:56:482',6,91,88,55,0.15,0.5,0.5
3115,'2024/04/23 23:42:56:516',6,91,88,55,0.15,0.5,0.5
3116,'2024/04/23 23:42:56:549',6,91,88,55,0.15,0.5,0.5
3117,'2024/04/23 23:42:56:582',6,92,89,54,0.15,0.5,0.5
3118,'2024/04/23 23:42:56:619',6,92,89,54,0.15,0.5,0.5
3119,'2024/04/23 23:42:56:654',6,90,88,56,0.15,0.5,0.5
3120,'2024/04/23 23:42:56:687',6,90,88,56,0.15,0.5,0.5
3121,'2024/04/23 23:42:56:719',6,89,90,56,0.15,0.5,0.5
3122,'2024/04/23 23:42:56:751',6,89,90,56,0.15,0.5,0.5
3123,'2024/04/23 23:42:56:786',6,89,90,55,0.16,0.5,0.5
3124,'2024/04/23 23:42:56:819',6,89,90,55,0.16,0.5,0.5
3125,'2024/04/23 23:42:56:853',6,91,92,51,0.15,0.5,0.5
3126,'2024/04/23 23:42:56:887',6,91,92,51,0.14,0.5,0.5
3127,'2024/04/23 23:42:56:926',6,89,91,54,0.14,0.5,0.5
3128,'2024/04/23 23:42:56:960',6,89,91,54,0.13,0.5,0.5
3129,'2024/04/23 23:42:56:995',6,88,91,54,0.12,0.5,0.5
3130,'2024/04/23 23:42:57:027',6,88,91,54,0.11,0.5,0.5
3131,'2024/04/23 23:42:57:061',6,85,91,56,0.1,0.5,0.5
3132,'2024/04/23 23:42:57:093',6,85,91,56,0.09,0.5,0.5
3133,'2024/04/23 23:42:57:127',6,85,93,55,0.09,0.5,0.5
3134,'2024/04/23 23:42:57:157',6,85,93,55,0.09,0.5,0.5
3135,'2024/04/23 23:42:57:193',6,84,94,52,0.09,0.5,0.5
3136,'2024/04/23 23:42:57:226',6,84,94,52,0.09,0.5,0.5
3137,'2024/04/23 23:42:57:261',6,82,94,54,0.08,0.5,0.5
3138,'2024/04/23 23:42:57:294',6,80,95,52,0.08,0.5,0.5
3139,'2024/04/23 23:42:57:328',6,80,95,52,0.07,0.5,0.5
3140,'2024/04/23 23:42:57:361',6,80,95,52,0.06,0.5,0.5
3141,'2024/04/23 23:42:57:392',6,75,94,57,0.06,0.5,0.5
3142,'2024/04/23 23:42:57:427',6,75,94,57,0.05,0.5,0.5
3143,'2024/04/23 23:42:57:459',6,75,94,55,0.05,0.5,0.5
3144,'2024/04/23 23:42:57:490',6,75,94,55,0.05,0.5,0.5
3145,'2024/04/23 23:42:57:523',6,73,94,56,0.05,0.5,0.5
3146,'2024/04/23 23:42:57:557',6,73,94,56,0.05,0.5,0.5
3147,'2024/04/23 23:42:57:592',6,73,95,54,0.05,0.5,0.5
3148,'2024/04/23 23:42:57:625',6,73,95,54,0.05,0.5,0.5
3149,'2024/04/23 23:42:57:661',6,71,94,56,0.05,0.5,0.5
3150,'2024/04/23 23:42:57:692',6,70,96,55,0.05,0.5,0.5
3151,'2024/04/23 23:42:57:726',6,70,96,55,0.05,0.5,0.5
3152,'2024/04/23 23:42:57:758',6,70,96,55,0.05,0.5,0.5
3153,'2024/04/23 23:42:57:793',6,71,97,52,0.04,0.5,0.5
3154,'2024/04/23 23:42:57:829',6,71,97,52,0.04,0.5,0.5
3155,'2024/04/23 23:42:57:860',6,70,97,54,0.04,0.5,0.5
3156,'2024/04/23 23:42:57:890',6,70,97,54,0.04,0.5,0.5
3157,'2024/04/23 23:42:57:929',6,67,95,57,0.04,0.5,0.5
3158,'2024/04/23 23:42:57:964',6,67,95,57,0.04,0.5,0.5
3159,'2024/04/23 23:42:57:996',6,66,96,57,0.04,0.5,0.5
3160,'2024/04/23 23:42:58:027',6,65,99,52,0.04,0.5,0.5
3161,'2024/04/23 23:42:58:061',6,65,99,52,0.04,0.5,0.5
3162,'2024/04/23 23:42:58:093',6,62,98,54,0.04,0.5,0.5
3163,'2024/04/23 23:42:58:127',6,62,98,54,0.04,0.5,0.5
3164,'2024/04/23 23:42:58:158',6,62,98,54,0.04,0.5,0.5
3165,'2024/04/23 23:42:58:189',6,59,97,55,0.04,0.5,0.5
3166,'2024/04/23 23:42:58:223',6,59,97,55,0.04,0.5,0.5
3167,'2024/04/23 23:42:58:255',6,57,98,53,0.03,0.5,0.5
3168,'2024/04/23 23:42:58:289',6,57,98,53,0.03,0.5,0.5
3169,'2024/04/23 23:42:58:327',6,54,98,54,0.03,0.5,0.5
3170,'2024/04/23 23:42:58:359',6,54,98,54,0.03,0.5,0.5
3171,'2024/04/23 23:42:58:392',6,53,100,53,0.03,0.5,0.5
3172,'2024/04/23 23:42:58:423',6,53,100,53,0.03,0.5,0.5
3173,'2024/04/23 23:42:58:456',6,50,99,54,0.03,0.5,0.5
3174,'2024/04/23 23:42:58:491',6,50,99,54,0.03,0.5,0.5
3175,'2024/04/23 23:42:58:523',6,48,99,54,0.03,0.5,0.5
3176,'2024/04/23 23:42:58:556',6,48,99,54,0.03,0.5,0.5
3177,'2024/04/23 23:42:58:591',6,46,101,53,0.03,0.5,0.5
3178,'2024/04/23 23:42:58:623',6,46,101,53,0.03,0.5,0.5
3179,'2024/04/23 23:42:58:654',6,44,101,52,0.03,0.5,0.5
3180,'2024/04/23 23:42:58:685',6,44,101,52,0.03,0.5,0.5
3181,'2024/04/23 23:42:58:716',6,43,101,53,0.03,0.5,0.5
3182,'2024/04/23 23:42:58:747',6,43,101,53,0.03,0.5,0.5
3183,'2024/04/23 23:42:58:777',6,41,102,53,0.03,0.5,0.5
3184,'2024/04/23 23:42:58:809',6,41,102,53,0.03,0.5,0.5
3185,'2024/04/23 23:42:58:840',6,39,101,55,0.03,0.5,0.5
3186,'2024/04/23 23:42:58:871',6,39,101,55,0.03,0.5,0.5
3187,'2024/04/23 23:42:58:905',6,38,104,51,0.03,0.5,0.5
3188,'2024/04/23 23:42:58:938',6,38,104,51,0.03,0.5,0.5
3189,'2024/04/23 23:42:58:975',6,38,104,51,0.03,0.5,0.5
3190,'2024/04/23 23:42:59:007',6,36,103,54,0.03,0.5,0.5
3191,'2024/04/23 23:42:59:038',6,33,104,55,0.03,0.5,0.5
3192,'2024/04/23 23:42:59:072',6,33,104,55,0.03,0.5,0.5
3193,'2024/04/23 23:42:59:105',6,33,106,53,0.03,0.5,0.5
3194,'2024/04/23 23:42:59:139',6,33,106,53,0.03,0.5,0.5
3195,'2024/04/23 23:42:59:172',6,30,103,57,0.03,0.5,0.5
3196,'2024/04/23 23:42:59:205',6,30,103,57,0.02,0.5,0.5
3197,'2024/04/23 23:42:59:236',6,30,105,55,0.02,0.5,0.5
3198,'2024/04/23 23:42:59:269',6,30,105,55,0.02,0.5,0.5
3199,'2024/04/23 23:42:59:300',6,30,106,55,0.02,0.5,0.5
3200,'2024/04/23 23:42:59:336',6,30,106,55,0.02,0.5,0.5
3201,'2024/04/23 23:42:59:365',6,30,106,55,0.01,0.5,0.5
3202,'2024/04/23 23:42:59:396',6,30,108,52,0.01,0.5,0.5
3203,'2024/04/23 23:42:59:426',6,30,108,52,0.01,0.5,0.5
3204,'2024/04/23 23:42:59:459',6,30,109,51,0.01,0.5,0.5
